 14, 5, 25, 45, 1077, 1765, 793, 1776, 15, 41, 0, 0
 42, 3, 12, 0, 21, 10, 566, 1134, 0, 0, 527, 1135
 47, 29, 17, 29, 103, 74, 20, 43, 12, 28, 0, 0
 33, 5, 35, 11, 52, 50, 750, 1679, 7, 9, 196, 1663
 35, 47, 40, 22, 118, 107, 26, 56, 11, 12, 0, 0
 24, 17, 37, 37, 646, 2268, 43, 72, 17, 23, 0, 0
 13, 9, 39, 48, 1721, 2162, 507, 2152, 15, 39, 0, 0
 26, 39, 26, 47, 831, 2730, 33, 71, 24, 46, 0, 0
 5, 22, 11, 32, 1662, 1394, 27, 42, 10, 21, 0, 0
 28, 31, 39, 47, 831, 2870, 57, 83, 27, 44, 0, 0
 28, 10, 36, 29, 82, 74, 279, 2021, 20, 25, 0, 0
 29, 24, 1, 39, 83, 63, 21, 30, 883, 1843, 0, 0
 21, 23, 46, 20, 826, 2174, 40, 65, 12, 11, 0, 0
 11, 18, 34, 21, 1260, 1662, 25, 51, 8, 11, 0, 0
 42, 35, 30, 24, 109, 88, 36, 53, 12, 23, 0, 0
 31, 44, 12, 1, 80, 56, 8, 9, 8, 85, 830, 1759
 1, 17, 49, 21, 2135, 1754, 40, 64, 12, 19, 0, 0
 26, 10, 23, 25, 73, 57, 146, 1633, 9, 19, 0, 0
 19, 35, 28, 1, 405, 1638, 20, 27, 0, 0, 837, 1653
 37, 44, 19, 20, 83, 81, 20, 38, 9, 5, 0, 0
 36, 37, 1, 26, 75, 63, 17, 25, 923, 1984, 0, 0
 35, 30, 37, 1, 95, 66, 19, 30, 0, 0, 1013, 2045
 3, 39, 22, 35, 2339, 1979, 28, 51, 6, 17, 0, 0
 5, 0, 24, 16, 962, 898, 448, 895, 11, 15, 0, 0
 40, 20, 24, 23, 81, 62, 22, 44, 14, 13, 0, 0
 18, 38, 19, 30, 1024, 2081, 34, 44, 8, 13, 0, 0
 2, 36, 25, 0, 1487, 1259, 16, 24, 0, 0, 623, 1248
 6, 27, 7, 11, 1056, 1018, 10, 14, 181, 1012, 0, 0
 46, 18, 33, 29, 92, 79, 29, 57, 18, 24, 0, 0
 11, 12, 45, 16, 1268, 1666, 27, 55, 10, 4, 0, 0
 13, 12, 32, 49, 1583, 2106, 68, 1988, 30, 45, 0, 0
 25, 36, 32, 17, 361, 2173, 25, 41, 5, 16, 0, 0
 27, 19, 5, 24, 51, 46, 15, 24, 626, 1498, 0, 0
 17, 42, 4, 47, 1238, 2182, 29, 44, 996, 2186, 0, 0
 2, 44, 8, 25, 1920, 1578, 20, 30, 337, 1579, 0, 0
 35, 41, 15, 8, 64, 62, 15, 20, 0, 0, 573, 1979
 2, 5, 44, 32, 1944, 1657, 665, 1658, 14, 31, 0, 0
 17, 24, 12, 28, 525, 1598, 20, 32, 8, 17, 0, 0
 3, 45, 32, 42, 2928, 2438, 30, 73, 21, 41, 0, 0
 42, 34, 28, 24, 102, 84, 31, 50, 12, 19, 0, 0
 47, 35, 28, 32, 114, 94, 27, 59, 20, 24, 0, 0
 1, 8, 25, 8, 1007, 837, 11, 32, 5, 3, 47, 839
 27, 0, 30, 10, 42, 33, 689, 1337, 0, 0, 77, 1066
 48, 26, 27, 20, 98, 70, 22, 43, 12, 4, 0, 0
 46, 6, 42, 6, 65, 53, 830, 1999, 3, 5, 767, 1999
 16, 21, 29, 44, 1377, 2183, 32, 72, 25, 43, 0, 0
 38, 45, 21, 8, 86, 73, 16, 26, 0, 0, 734, 2239
 2, 46, 31, 18, 2360, 1938, 23, 48, 10, 5, 0, 0
 8, 37, 1, 10, 950, 1106, 8, 6, 565, 1104, 6, 50
 46, 39, 9, 19, 97, 66, 9, 21, 563, 2251, 0, 0
 23, 16, 14, 24, 67, 53, 13, 33, 12, 11, 0, 0
 27, 33, 44, 12, 235, 2292, 28, 53, 3, 0, 368, 2306
 44, 28, 8, 7, 53, 38, 14, 12, 431, 1739, 596, 1736
 42, 36, 45, 11, 105, 91, 23, 52, 12, 10, 679, 2673
 24, 30, 9, 49, 479, 2215, 36, 57, 557, 2166, 0, 0
 5, 47, 21, 42, 2642, 2298, 44, 60, 20, 33, 0, 0
 24, 9, 14, 2, 28, 23, 8, 15, 0, 0, 455, 969
 24, 22, 49, 8, 287, 2035, 33, 53, 6, 7, 648, 2059
 40, 28, 7, 32, 90, 66, 22, 37, 753, 2127, 0, 0
 4, 15, 28, 5, 1212, 1039, 16, 32, 0, 0, 404, 1039
 28, 1, 19, 33, 58, 52, 842, 1619, 14, 21, 0, 0
 40, 36, 6, 12, 73, 50, 12, 12, 735, 1878, 179, 1876
 15, 39, 46, 46, 2325, 2904, 59, 91, 18, 33, 0, 0
 17, 10, 7, 42, 427, 1498, 20, 48, 481, 1511, 0, 0
 12, 15, 26, 23, 982, 1507, 21, 43, 7, 7, 0, 0
 28, 44, 11, 29, 114, 83, 17, 38, 296, 2226, 0, 0
 23, 12, 15, 46, 173, 1800, 57, 540, 17, 30, 0, 0
 31, 7, 34, 28, 78, 68, 655, 1999, 12, 14, 0, 0
 28, 8, 6, 8, 23, 18, 12, 812, 303, 993, 111, 989
 4, 49, 23, 21, 2357, 1939, 20, 43, 14, 14, 0, 0
 26, 20, 0, 4, 28, 23, 3, 1, 494, 993, 479, 989
 41, 29, 22, 22, 97, 70, 17, 35, 8, 18, 0, 0
 5, 22, 18, 13, 1279, 1150, 18, 28, 5, 2, 0, 0
 25, 32, 42, 49, 1243, 2926, 46, 86, 33, 43, 0, 0
 39, 8, 2, 47, 63, 56, 457, 1872, 925, 1919, 0, 0
 10, 24, 42, 21, 1698, 1929, 37, 62, 8, 18, 0, 0
 37, 5, 2, 42, 55, 42, 708, 1717, 829, 1717, 0, 0
 47, 30, 28, 9, 72, 66, 24, 36, 9, 7, 674, 2271
 2, 22, 14, 27, 1560, 1299, 27, 39, 25, 26, 0, 0
 45, 1, 47, 4, 54, 51, 1077, 1936, 0, 0, 943, 1939
 22, 3, 4, 27, 44, 33, 546, 1119, 493, 1112, 0, 0
 26, 28, 15, 30, 85, 70, 21, 41, 19, 26, 0, 0
 26, 30, 2, 41, 74, 66, 15, 42, 916, 1964, 0, 0
 29, 26, 21, 17, 78, 63, 11, 31, 8, 2, 0, 0
 49, 18, 3, 34, 73, 54, 19, 33, 941, 2079, 0, 0
 16, 33, 19, 26, 956, 1863, 20, 43, 8, 14, 0, 0
 4, 43, 28, 10, 1985, 1698, 21, 37, 0, 0, 291, 1689
 21, 25, 6, 15, 67, 45, 5, 13, 414, 1332, 0, 0
 11, 26, 31, 26, 1601, 1862, 26, 55, 12, 20, 0, 0
 8, 36, 15, 16, 1420, 1490, 19, 28, 11, 8, 0, 0
 8, 4, 36, 14, 1111, 1226, 550, 1232, 9, 9, 0, 0
 33, 36, 46, 27, 224, 2801, 38, 70, 13, 14, 0, 0
 39, 18, 12, 3, 39, 32, 9, 14, 7, 2, 674, 1429
 18, 18, 37, 21, 743, 1861, 33, 56, 7, 16, 0, 0
 9, 42, 35, 8, 1725, 1869, 22, 42, 10, 6, 556, 1871
 17, 48, 2, 43, 1182, 2182, 20, 44, 1037, 2185, 0, 0
 46, 4, 38, 40, 113, 81, 1289, 2558, 19, 39, 0, 0
 38, 0, 46, 38, 99, 82, 1229, 2437, 20, 24, 0, 0
 30, 33, 9, 8, 69, 49, 7, 13, 248, 1599, 421, 1599
 48, 35, 3, 45, 100, 78, 26, 47, 1271, 2606, 0, 0
 20, 1, 14, 5, 21, 14, 413, 792, 11, 4, 276, 798
 35, 27, 44, 30, 107, 94, 32, 68, 8, 15, 0, 0
 8, 33, 19, 49, 2239, 2171, 38, 60, 29, 32, 0, 0
 13, 35, 46, 12, 1595, 2106, 22, 57, 12, 10, 325, 2106
 25, 37, 13, 19, 93, 162, 8, 22, 8, 18, 0, 0
 30, 35, 7, 26, 81, 67, 16, 26, 670, 1959, 0, 0
 46, 2, 43, 14, 81, 58, 1101, 2093, 13, 7, 73, 2099
 13, 5, 21, 32, 863, 1402, 597, 1401, 11, 20, 0, 0
 15, 16, 2, 6, 28, 22, 6, 3, 369, 779, 203, 774
 46, 27, 45, 6, 99, 77, 25, 50, 12, 4, 1042, 2478
 28, 45, 15, 21, 113, 407, 22, 32, 6, 20, 0, 0
 6, 37, 42, 11, 2152, 1912, 24, 49, 15, 9, 301, 1914
 14, 41, 6, 42, 1374, 2045, 19, 41, 779, 2048, 0, 0
 42, 49, 14, 30, 106, 92, 21, 35, 132, 2459, 0, 0
 38, 43, 45, 40, 161, 1786, 54, 84, 15, 25, 0, 0
 44, 13, 8, 12, 32, 30, 9, 19, 324, 1523, 5, 70
 11, 22, 44, 21, 1635, 1942, 34, 64, 9, 18, 0, 0
 14, 24, 15, 6, 289, 1165, 10, 16, 3, 1, 402, 1172
 16, 2, 27, 10, 52, 93, 553, 1094, 12, 9, 21, 214
 6, 43, 39, 40, 2873, 2553, 47, 78, 9, 27, 0, 0
 39, 40, 39, 23, 118, 98, 39, 61, 11, 13, 0, 0
 44, 0, 12, 2, 19, 10, 574, 1155, 0, 0, 565, 1148
 29, 34, 4, 22, 56, 59, 4, 18, 816, 1776, 0, 0
