 39, 37, 35, 38, 141, 109, 33, 72, 17, 31, 0, 0
 33, 46, 33, 19, 126, 94, 24, 50, 9, 6, 0, 0
 34, 48, 49, 13, 191, 2557, 28, 60, 11, 9, 525, 2879
 25, 42, 9, 44, 582, 2374, 15, 50, 591, 2388, 0, 0
 21, 11, 7, 19, 49, 36, 15, 25, 263, 1154, 0, 0
 3, 13, 13, 24, 1277, 1059, 10, 30, 8, 9, 0, 0
 12, 41, 48, 41, 2615, 2826, 44, 86, 21, 35, 0, 0
 30, 47, 7, 21, 90, 70, 11, 27, 737, 2093, 0, 0
 26, 35, 19, 8, 63, 61, 18, 20, 6, 7, 490, 1749
 8, 26, 22, 1, 974, 1130, 15, 16, 0, 0, 578, 1125
 19, 45, 21, 38, 1359, 2438, 36, 56, 12, 37, 0, 0
 34, 4, 27, 9, 49, 39, 726, 1478, 11, 8, 271, 1474
 16, 3, 7, 27, 57, 33, 494, 1056, 203, 1026, 0, 0
 45, 16, 23, 7, 65, 44, 22, 27, 0, 0, 620, 1813
 46, 45, 1, 34, 92, 79, 20, 28, 1235, 2510, 0, 0
 32, 34, 36, 5, 90, 74, 15, 30, 0, 0, 950, 2126
 7, 36, 38, 33, 2412, 2266, 38, 70, 8, 20, 0, 0
 6, 22, 29, 10, 1435, 1332, 21, 35, 0, 0, 103, 1336
 28, 28, 11, 26, 80, 58, 24, 36, 95, 1604, 0, 0
 39, 47, 27, 1, 81, 73, 20, 27, 0, 0, 1162, 2263
 38, 10, 44, 48, 126, 98, 697, 2751, 23, 47, 0, 0
 46, 28, 9, 32, 80, 62, 15, 35, 585, 2284, 0, 0
 34, 26, 15, 9, 51, 46, 14, 21, 0, 0, 311, 1672
 19, 14, 39, 12, 412, 1660, 28, 50, 0, 0, 73, 1672
 39, 45, 10, 21, 80, 73, 20, 30, 433, 2296, 0, 0
 3, 15, 22, 40, 1973, 1594, 32, 57, 23, 32, 0, 0
 17, 40, 15, 8, 535, 1577, 13, 18, 0, 0, 373, 1586
 8, 5, 12, 27, 864, 1031, 368, 1025, 22, 26, 0, 0
 23, 7, 19, 40, 77, 62, 531, 1749, 13, 38, 0, 0
 23, 46, 41, 4, 577, 2256, 29, 44, 0, 0, 1083, 2276
 15, 33, 5, 38, 1006, 1804, 21, 40, 765, 1811, 0, 0
 15, 26, 40, 26, 1439, 2124, 30, 65, 19, 24, 0, 0
 43, 46, 1, 39, 113, 82, 15, 39, 1247, 2579, 0, 0
 26, 7, 49, 1, 61, 56, 516, 1625, 1, 0, 813, 1655
 35, 26, 19, 26, 85, 70, 26, 38, 10, 21, 0, 0
 20, 24, 12, 12, 56, 47, 8, 22, 0, 0, 0, 0
 43, 14, 43, 27, 104, 82, 30, 66, 10, 15, 0, 0
 26, 9, 34, 7, 59, 49, 154, 1484, 7, 2, 456, 1510
 35, 3, 9, 47, 74, 58, 979, 1878, 385, 1819, 0, 0
 2, 22, 8, 33, 1613, 1294, 23, 36, 206, 1267, 0, 0
 32, 0, 3, 25, 37, 27, 601, 1192, 546, 1190, 0, 0
 24, 27, 6, 0, 47, 32, 1, 0, 339, 1133, 509, 1129
 3, 29, 48, 0, 1885, 1598, 29, 47, 0, 0, 749, 1593
 10, 0, 35, 28, 1124, 1446, 737, 1454, 13, 14, 0, 0
 39, 21, 1, 46, 81, 66, 30, 41, 1075, 2133, 0, 0
 6, 1, 12, 17, 684, 719, 361, 717, 5, 16, 0, 0
 4, 44, 5, 0, 1243, 1059, 0, 0, 396, 1057, 514, 1053
 45, 5, 5, 5, 21, 14, 430, 1195, 466, 1186, 513, 1199
 10, 38, 16, 6, 1045, 1389, 14, 20, 7, 3, 501, 1385
 39, 47, 41, 27, 135, 114, 30, 64, 7, 17, 0, 0
 7, 39, 25, 10, 1657, 1610, 24, 33, 0, 0, 253, 1612
 25, 7, 39, 23, 86, 66, 571, 1847, 11, 10, 0, 0
 27, 48, 19, 38, 611, 2610, 32, 56, 17, 25, 0, 0
 27, 17, 47, 38, 624, 2550, 42, 83, 12, 21, 0, 0
 12, 22, 41, 23, 1562, 1947, 35, 62, 10, 8, 0, 0
 43, 23, 8, 42, 88, 72, 25, 49, 687, 2307, 0, 0
 45, 46, 33, 17, 101, 94, 31, 45, 10, 3, 106, 2393
 4, 17, 25, 43, 2104, 1778, 42, 65, 19, 40, 0, 0
 48, 29, 47, 21, 105, 90, 36, 60, 12, 20, 0, 0
 47, 42, 43, 13, 120, 94, 28, 55, 4, 2, 563, 2896
 11, 31, 21, 12, 1035, 1482, 18, 28, 15, 11, 20, 594
 32, 27, 6, 29, 73, 61, 18, 34, 735, 1870, 0, 0
 15, 30, 41, 9, 1072, 1884, 28, 46, 7, 8, 495, 1897
 17, 24, 28, 34, 1090, 2042, 35, 58, 23, 33, 0, 0
 36, 28, 29, 45, 113, 98, 40, 67, 24, 43, 0, 0
 47, 44, 43, 20, 111, 106, 33, 58, 14, 15, 1, 767
 13, 49, 45, 23, 2129, 2586, 40, 62, 14, 11, 0, 0
 36, 47, 30, 21, 113, 97, 27, 48, 8, 20, 0, 0
 34, 13, 2, 34, 59, 47, 19, 35, 811, 1659, 0, 0
 37, 43, 34, 49, 221, 2896, 40, 82, 27, 48, 0, 0
 40, 6, 27, 32, 90, 64, 863, 2096, 23, 30, 0, 0
 30, 33, 36, 27, 174, 2489, 39, 62, 16, 26, 0, 0
 48, 0, 16, 1, 28, 16, 683, 1296, 0, 0, 645, 1284
 9, 31, 41, 8, 1606, 1766, 17, 48, 1, 1, 522, 1779
 44, 16, 43, 13, 96, 70, 25, 49, 7, 11, 240, 2318
 13, 34, 8, 32, 1180, 1726, 24, 38, 430, 1731, 0, 0
 5, 34, 16, 41, 2180, 1919, 38, 56, 22, 39, 0, 0
 33, 6, 7, 47, 76, 53, 691, 1819, 620, 1857, 0, 0
 33, 15, 49, 43, 128, 102, 50, 371, 20, 37, 0, 0
 7, 34, 43, 23, 2293, 2130, 37, 60, 11, 14, 0, 0
 17, 27, 42, 23, 1194, 2162, 44, 61, 16, 10, 0, 0
 46, 20, 19, 5, 52, 42, 15, 23, 11, 4, 770, 1785
 35, 42, 26, 29, 114, 94, 31, 54, 13, 19, 0, 0
 5, 33, 32, 46, 2786, 2318, 51, 77, 21, 29, 0, 0
 14, 31, 44, 18, 1432, 2122, 35, 61, 13, 6, 0, 0
 17, 38, 17, 43, 1379, 2278, 32, 53, 22, 38, 0, 0
 36, 1, 18, 18, 39, 36, 746, 1457, 9, 7, 0, 0
 28, 33, 6, 44, 126, 193, 28, 47, 861, 2205, 0, 0
 37, 9, 38, 5, 61, 51, 243, 1729, 0, 0, 795, 1776
 16, 0, 25, 40, 624, 1598, 838, 1618, 16, 39, 0, 0
 44, 4, 41, 29, 84, 70, 1120, 2354, 17, 28, 0, 0
 18, 44, 42, 28, 1551, 2621, 46, 66, 16, 22, 0, 0
 37, 14, 49, 24, 105, 86, 37, 70, 10, 23, 0, 0
 26, 27, 22, 20, 74, 66, 26, 34, 11, 13, 0, 0
 34, 19, 0, 26, 53, 44, 10, 18, 755, 1572, 0, 0
 12, 5, 5, 13, 26, 22, 215, 697, 218, 697, 0, 0
 9, 25, 48, 11, 1739, 1850, 26, 58, 0, 0, 216, 1859
 26, 1, 37, 43, 207, 2006, 1104, 2135, 20, 35, 0, 0
 0, 30, 25, 20, 1776, 1494, 20, 38, 4, 19, 0, 0
 13, 33, 37, 14, 1468, 1926, 23, 50, 10, 10, 15, 573
 1, 13, 6, 0, 495, 394, 3, 2, 6, 95, 203, 385
 3, 40, 2, 26, 1720, 1414, 15, 25, 714, 1410, 0, 0
 22, 35, 10, 39, 571, 2094, 28, 44, 359, 2039, 0, 0
 22, 13, 22, 8, 42, 42, 9, 21, 3, 0, 289, 1298
 47, 4, 10, 44, 78, 54, 999, 2099, 396, 2037, 0, 0
 0, 37, 17, 38, 2191, 1839, 23, 47, 26, 34, 0, 0
 26, 10, 2, 25, 49, 34, 9, 21, 639, 1252, 0, 0
 36, 3, 22, 37, 86, 58, 1028, 1959, 7, 20, 0, 0
 49, 37, 32, 30, 114, 98, 29, 57, 13, 19, 0, 0
 2, 47, 18, 49, 2843, 2314, 35, 66, 25, 48, 0, 0
 41, 8, 36, 16, 72, 59, 497, 1966, 10, 12, 0, 0
 27, 9, 43, 17, 87, 62, 344, 1883, 1, 0, 0, 0
 13, 4, 0, 2, 15, 5, 104, 361, 168, 379, 197, 376
 42, 38, 19, 10, 83, 62, 9, 22, 0, 0, 559, 2178
 20, 36, 24, 21, 714, 1999, 22, 40, 9, 20, 0, 0
 29, 45, 19, 2, 80, 60, 9, 15, 0, 0, 972, 1898
 12, 33, 42, 1, 1262, 1742, 15, 35, 0, 0, 870, 1747
 6, 13, 29, 7, 1160, 1098, 29, 35, 0, 0, 280, 1041
 9, 42, 32, 49, 2684, 2630, 41, 80, 17, 48, 0, 0
 9, 16, 5, 36, 1140, 1310, 34, 37, 511, 1288, 0, 0
 29, 45, 49, 31, 835, 3050, 52, 79, 14, 21, 0, 0
 37, 8, 4, 21, 40, 32, 266, 1349, 642, 1399, 0, 0
 31, 6, 25, 5, 40, 30, 451, 1336, 0, 0, 601, 1329
 24, 44, 12, 7, 79, 58, 14, 18, 8, 6, 589, 1725
 6, 0, 6, 28, 753, 792, 388, 796, 195, 786, 0, 0
 49, 36, 48, 17, 124, 98, 38, 63, 9, 6, 183, 2984
 4, 0, 20, 16, 929, 799, 423, 798, 11, 8, 0, 0
 17, 7, 49, 38, 1242, 2202, 830, 2195, 12, 23, 0, 0
 20, 27, 16, 35, 547, 1938, 29, 49, 22, 30, 0, 0
 3, 0, 4, 46, 1255, 1059, 535, 1057, 462, 1048, 0, 0
 44, 27, 9, 14, 67, 49, 10, 20, 397, 1878, 0, 0
 37, 21, 5, 16, 53, 41, 11, 19, 672, 1567, 0, 0
 8, 22, 28, 11, 1278, 1371, 19, 35, 14, 8, 11, 65
 30, 39, 23, 46, 439, 2729, 33, 65, 30, 38, 0, 0
 46, 29, 31, 2, 81, 58, 24, 26, 0, 0, 1080, 2152
 27, 39, 23, 45, 615, 2652, 40, 67, 18, 44, 0, 0
 42, 16, 42, 42, 109, 99, 39, 79, 18, 32, 0, 0
 28, 2, 10, 21, 33, 30, 628, 1219, 11, 139, 0, 0
 18, 12, 28, 1, 61, 40, 15, 26, 0, 0, 565, 1168
 0, 30, 33, 16, 1983, 1574, 19, 44, 4, 1, 0, 0
 49, 2, 27, 32, 73, 60, 1139, 2199, 11, 17, 0, 0
 0, 12, 44, 49, 2600, 2097, 41, 88, 22, 38, 0, 0
 34, 26, 4, 24, 73, 50, 19, 22, 797, 1756, 0, 0
 44, 21, 49, 12, 98, 81, 28, 56, 0, 0, 527, 2508
 11, 13, 3, 13, 195, 788, 6, 9, 367, 790, 0, 0
 26, 44, 1, 46, 362, 2313, 28, 46, 1122, 2334, 0, 0
 45, 43, 49, 6, 121, 97, 32, 50, 7, 5, 1243, 2858
 31, 0, 3, 41, 53, 38, 834, 1495, 700, 1486, 0, 0
 14, 47, 16, 20, 1202, 1925, 11, 35, 11, 3, 0, 0
 3, 47, 12, 14, 1873, 1514, 14, 25, 11, 11, 0, 0
 16, 10, 9, 10, 43, 28, 13, 14, 11, 8, 4, 44
 38, 13, 39, 3, 70, 50, 20, 36, 0, 0, 886, 1843
 12, 36, 33, 48, 2324, 2566, 43, 76, 21, 38, 0, 0
 4, 38, 31, 11, 2002, 1679, 15, 40, 0, 0, 137, 1672
 0, 37, 37, 29, 2615, 2058, 46, 64, 11, 19, 0, 0
 32, 11, 18, 26, 61, 54, 42, 386, 11, 16, 0, 0
 33, 49, 40, 11, 124, 98, 19, 42, 10, 9, 681, 2651
 15, 7, 42, 7, 517, 1404, 343, 1386, 2, 0, 442, 1404
 44, 4, 17, 49, 89, 69, 1088, 2279, 24, 34, 0, 0
 1, 12, 39, 19, 1673, 1419, 26, 57, 12, 4, 0, 0
 19, 37, 2, 22, 354, 1580, 8, 20, 800, 1584, 0, 0
 45, 28, 14, 12, 63, 53, 12, 20, 2, 11, 249, 1963
 33, 41, 39, 3, 98, 78, 24, 41, 7, 2, 1137, 2310
 17, 42, 19, 20, 921, 1942, 12, 31, 11, 11, 0, 0
 8, 1, 25, 5, 524, 770, 394, 778, 0, 0, 292, 766
 42, 47, 26, 22, 93, 94, 18, 42, 11, 21, 0, 0
 42, 9, 30, 41, 97, 78, 625, 2439, 17, 28, 0, 0
 15, 49, 9, 39, 1497, 2222, 29, 47, 551, 2163, 0, 0
 43, 7, 44, 49, 120, 99, 1164, 2809, 35, 46, 0, 0
 29, 25, 39, 44, 541, 2710, 36, 82, 23, 35, 0, 0
 32, 30, 16, 21, 79, 66, 21, 36, 8, 20, 0, 0
 6, 4, 36, 46, 2064, 1833, 905, 1833, 20, 33, 0, 0
 1, 26, 24, 14, 1559, 1294, 16, 30, 10, 10, 0, 0
 44, 4, 1, 16, 15, 18, 583, 1299, 633, 1289, 0, 0
 16, 39, 25, 30, 1371, 2183, 18, 53, 14, 24, 0, 0
 22, 10, 32, 10, 63, 125, 29, 40, 0, 0, 189, 1479
 38, 21, 22, 26, 83, 62, 29, 45, 14, 11, 0, 0
 8, 0, 20, 19, 749, 931, 486, 938, 10, 6, 0, 0
 7, 21, 49, 42, 2608, 2372, 49, 87, 19, 34, 0, 0
 29, 36, 15, 30, 85, 78, 25, 44, 20, 29, 0, 0
 19, 10, 7, 15, 37, 26, 11, 19, 198, 1007, 0, 0
 17, 45, 17, 24, 1105, 2038, 27, 40, 17, 22, 0, 0
 37, 44, 2, 47, 118, 92, 36, 47, 1302, 2599, 0, 0
 14, 28, 4, 1, 75, 643, 0, 0, 408, 937, 458, 933
 34, 41, 29, 11, 100, 80, 15, 39, 14, 3, 439, 2288
 9, 23, 32, 18, 1441, 1629, 21, 43, 11, 5, 0, 0
 16, 11, 42, 11, 541, 1582, 40, 49, 10, 9, 109, 1599
 19, 32, 31, 37, 1264, 2360, 34, 64, 22, 36, 0, 0
 16, 11, 33, 1, 151, 1078, 21, 29, 0, 0, 587, 1211
 11, 43, 43, 23, 2160, 2381, 34, 65, 15, 22, 0, 0
 6, 45, 18, 19, 2004, 1752, 15, 32, 6, 18, 0, 0
 38, 48, 4, 37, 117, 88, 24, 31, 1169, 2539, 0, 0
 16, 44, 25, 21, 1295, 2098, 17, 39, 10, 18, 0, 0
 25, 42, 33, 5, 272, 2070, 15, 37, 0, 0, 937, 2093
 33, 46, 2, 1, 63, 46, 0, 0, 784, 1635, 786, 1633
 32, 29, 2, 18, 62, 48, 7, 19, 794, 1619, 0, 0
 46, 41, 34, 14, 112, 88, 28, 47, 7, 13, 420, 2698
 28, 11, 2, 36, 49, 48, 17, 35, 746, 1533, 0, 0
 7, 11, 38, 27, 1785, 1646, 28, 57, 9, 22, 0, 0
 34, 44, 19, 10, 85, 72, 10, 28, 0, 0, 469, 2137
 10, 9, 5, 29, 652, 1049, 25, 33, 381, 1059, 0, 0
 21, 45, 46, 12, 1110, 2458, 32, 57, 10, 11, 389, 2464
 20, 38, 41, 26, 1219, 2479, 29, 62, 12, 12, 0, 0
 7, 33, 47, 13, 2175, 1986, 40, 59, 0, 0, 114, 1987
 21, 7, 30, 1, 40, 37, 246, 1175, 0, 0, 576, 1172
 21, 30, 9, 22, 85, 142, 18, 30, 241, 1639, 0, 0
 27, 28, 35, 48, 788, 2732, 39, 76, 17, 32, 0, 0
 34, 30, 44, 36, 177, 1981, 29, 74, 15, 35, 0, 0
 21, 40, 33, 15, 748, 2158, 16, 43, 6, 10, 45, 762
 49, 7, 6, 36, 57, 42, 715, 1959, 722, 1948, 0, 0
 40, 1, 29, 5, 33, 34, 802, 1499, 8, 4, 615, 1492
 8, 48, 45, 24, 2807, 2490, 39, 63, 14, 23, 0, 0
 19, 19, 24, 16, 249, 1538, 28, 39, 11, 12, 0, 0
 20, 41, 10, 48, 990, 2359, 32, 54, 492, 2308, 0, 0
 31, 30, 16, 26, 114, 71, 26, 32, 12, 21, 0, 0
 1, 11, 10, 15, 943, 734, 12, 24, 8, 5, 0, 0
 5, 30, 8, 49, 2075, 1838, 29, 52, 527, 1823, 0, 0
 38, 17, 27, 12, 84, 53, 10, 38, 7, 8, 142, 1873
 45, 16, 24, 13, 67, 46, 16, 29, 4, 12, 54, 1858
 42, 44, 27, 15, 91, 85, 23, 38, 10, 13, 131, 2550
 0, 14, 19, 29, 1538, 1238, 28, 47, 7, 14, 0, 0
 19, 23, 33, 19, 625, 1854, 29, 46, 9, 4, 0, 0
 0, 21, 12, 24, 1396, 1137, 13, 31, 6, 10, 0, 0
 45, 19, 13, 12, 65, 38, 13, 18, 8, 5, 86, 1597
 5, 17, 32, 4, 1333, 1159, 16, 34, 0, 0, 558, 1159
 18, 1, 8, 19, 29, 21, 544, 919, 17, 888, 0, 0
 35, 27, 27, 6, 67, 59, 14, 27, 0, 0, 765, 1899
 39, 7, 43, 40, 117, 86, 1004, 2572, 21, 34, 0, 0
 47, 0, 0, 35, 41, 30, 838, 1639, 809, 1632, 0, 0
 5, 30, 25, 0, 1391, 1198, 10, 24, 0, 0, 594, 1190
 45, 10, 23, 23, 60, 50, 272, 1964, 16, 22, 0, 0
 44, 11, 13, 41, 90, 64, 185, 2121, 32, 354, 0, 0
 45, 27, 34, 43, 127, 103, 48, 76, 20, 37, 0, 0
 13, 14, 46, 34, 1550, 2126, 63, 79, 15, 33, 0, 0
 32, 21, 22, 28, 79, 66, 30, 49, 7, 16, 0, 0
 1, 12, 34, 11, 1399, 1159, 21, 44, 3, 0, 0, 0
 23, 37, 27, 48, 1190, 2675, 35, 72, 18, 33, 0, 0
 25, 13, 37, 38, 377, 2234, 54, 638, 20, 25, 0, 0
 21, 44, 15, 26, 640, 2098, 17, 40, 14, 24, 0, 0
 43, 4, 44, 12, 77, 59, 1012, 2058, 13, 5, 190, 2059
 2, 24, 35, 45, 2574, 2118, 39, 73, 30, 44, 0, 0
 42, 6, 25, 7, 50, 37, 607, 1598, 6, 6, 527, 1599
 18, 43, 24, 49, 1762, 2661, 29, 72, 21, 42, 0, 0
 34, 23, 49, 37, 107, 249, 52, 85, 24, 24, 0, 0
 34, 46, 13, 14, 102, 70, 18, 26, 47, 968, 40, 2139
 18, 42, 6, 23, 622, 1761, 10, 25, 652, 1779, 0, 0
 13, 8, 49, 4, 850, 1465, 285, 1458, 4, 3, 664, 1473
 39, 19, 10, 2, 30, 26, 9, 11, 11, 420, 707, 1399
 40, 17, 6, 12, 48, 33, 11, 16, 537, 1499, 4, 67
 22, 13, 12, 19, 51, 43, 24, 27, 11, 5, 0, 0
